2024-05-08 15:13:03.078 | INFO     | maa:my_callback:110 | {'device': 'Aur3'} - [基建] Dorm@2: ['夜莺']
2024-05-08 15:13:45.404 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:46.031 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:46.988 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:47.752 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:48.709 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:49.364 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:50.321 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:50.973 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:51.931 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:52.439 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.ConnectionInfo", "details": {"details": {"avg": 394, "max": 560, "min": 337}, "uuid": "964a0e3098094919", "what": "ScreencapCost"}}
2024-05-08 15:13:52.698 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:53.655 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:54.362 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:55.318 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:55.973 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:56.930 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:57.610 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:58.567 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:13:59.207 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:00.167 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:00.806 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:01.766 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:02.415 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:03.372 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:04.016 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:04.974 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:05.704 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:06.661 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:07.254 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:08.212 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:08.591 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.ConnectionInfo", "details": {"details": {"avg": 387, "max": 488, "min": 349}, "uuid": "964a0e3098094919", "what": "ScreencapCost"}}
2024-05-08 15:14:08.845 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:09.802 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:10.669 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:11.626 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskCompleted", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
2024-05-08 15:14:12.253 | DEBUG    | maa:my_callback:153 | {'device': 'Aur3'} - {"msg": "Message.SubTaskStart", "details": {"class": "asst::ProcessTask", "details": {"action": "Swipe", "algorithm": "JustReturn", "exec_times": 1, "max_times": 50, "result": null, "task": "InfrastOperListSlowlySwipeToTheRight"}, "first": ["InfrastOperListSlowlySwipeToTheRight"], "pre_task": "", "subtask": "ProcessTask", "taskchain": "Infrast", "taskid": 2, "uuid": "964a0e3098094919"}}
